Company_name,Trading_name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change Percentage,52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
Renwick Jajneswar & Co (Bd) Ltd.,RENWICKJA,999.20,"1,000.70",3:45 PM,"985.00 - 1,014.00",-0.5,0.48,-0.05%,"805.00 - 1,437.00",985.10,479.00,999.70,67,999.70,"1,999.400",200.00,,20.00,Equity,10.0,1,"2,000,000",Engineering,"BSFIC, Chinishilpa Bhaban 5th floor, 3,  Dilkusha,c/arnDhaka-1000","9565868, 9515667",,-,http://www.bsfic.gov.bd/,Khadiza Sultana,01747224411,9515667,monirazaman029@gmail.com
Republic Insurance Company Limited,REPUBLIC,36.00,36.20,3:45 PM,36.00 - 36.90,-0.7,1.77,-1.91%,36.00 - 64.70,36.00,"49,114.00",36.70,100,36.70,"1,820.991","1,000.00",,496.18,Equity,10.0,1,"49,618,284",Insurance,"HR Bhaban (10th Floor), 26/1, Kakrail, Dhaka-1000, Bangladesh.","58313334-38, 48315809",48318060,skb.cs@riclbd.com,http://www.riclbd.com,Sajan Kumar Basak,01714006287,58313334-38 (Ext-104),skb.cs@riclbd.com
Ring Shine Textiles Limited,RINGSHINE,10.10,10.10,3:45 PM,9.70 - 10.20,0.3,30.51,3.06%,8.50 - 15.50,9.80,"3,080,863.00",9.80,717,9.80,"4,903.068","5,400.00","12 Dec, 2019","5,003.13",Equity,10.0,1,"500,313,043",Textile,"House # 05, Road # 06, Block # K, Baridhara Model Town, Gulshan, Dhaka - 1212.","880-2-9885580, 8855808",880-2-8811328,"info@ringshine.com, yarn@ringshine.com",http://www.ringshine.com,Enamul Haque Khan,01713721563,,enamul@ringshine.com
R.N. Spinning Mills Limited,RNSPIN,6.40,6.40,3:45 PM,6.30 - 6.50,0,2.10,0.00%,5.40 - 8.90,6.50,"331,973.00",6.40,165,6.40,"2,512.287","5,000.00",,"3,925.45",Equity,10.0,1,"392,544,834",Textile,"House No: 11, 5th Floor, Unit-5-B, Road No: 12, Niketon, Gulshan-1, Dhaka-1212",+88 02 48810053,+88 02 48810054,"rnspinning@fargroupbd.com, rnspinni",http://www.rnspinningmills.com,A. Raquibul Islam,01819184789,88-02-48810053  (Ext-233),raquib2002cma@gmail.com
Robi Axiata Limited,ROBI,30.60,30.60,3:45 PM,30.60 - 31.20,-0.6,99.73,-1.92%,28.40 - 45.40,30.60,"3,252,853.00",31.20,"2,392",31.20,"163,423.506","60,000.00","24 Dec, 2020","52,379.30",Equity,10.0,1,"5,237,932,895",Telecommunication,"53, Gulshan South Avenue, Gulshan-1, Dhaka-1212.","+8801886110110, +88 02 9885463",+88 02 9885463,secretariat@robi.com.bd,http://www.robi.com.bd,Mohammed Shahedul Alam,+8801886110110,N/A,shahed.alam@robi.com.bd
Ratanpur Steel Re-Rolling Mills Limited,RSRMSTEEL,17.40,17.40,3:45 PM,17.00 - 17.60,0.1,1.82,0.58%,16.10 - 36.80,17.30,"105,857.00",17.30,129,17.30,"1,750.571","5,000.00","22 Sep, 2014","1,011.89",Equity,10.0,1,"101,189,088",Engineering,"Nahar Mansion, 116 C.D.A Avenue, Muradpur, Chittagong.rnrnAnd Share Office:rn291, Fakirapool (Jamidarbari), Apt # B-9, Inner Circular RoadrnArambagh, Dhaka-1000.","+88 031 652255-57, +88 02 7195840-1",+88 02 7191745,sharedept@rsrmbd.com,http://www.rsrmbd.com,Mohammad Moin Uddin,01755553018,+88 02 7191740,sharedept@rsrmbd.com
Runner Automobiles Limited,RUNNERAUTO,49.10,49.10,3:45 PM,47.90 - 49.50,0.6,1.93,1.24%,46.10 - 71.50,48.00,"39,697.00",48.50,73,48.50,"5,506.687","2,000.00","21 May, 2019","1,135.40",Equity,10.0,1,"113,539,932",Engineering,"138/1, Tejgaon I/A, Dhaka 1208",8870160,8870173,ral.cstd@gmail.com,http://www.runnerbd.com,Md. Mizanur Rahman,+8801730405010,"8870160, Ext-460",mizan@runnerbd.com
Rupali Bank Ltd.,RUPALIBANK,26.20,25.80,3:45 PM,25.30 - 26.20,0.4,1.20,1.55%,24.30 - 41.70,25.50,"46,933.00",25.80,72,25.80,"11,754.106","7,000.00",,"4,555.85",Equity,10.0,1,"455,585,495",Bank,"Rupali Bank Bhaban, 34, Dilkusha C/A,  Dhaka - 1000",9559505,9569158,ho-share@rupalibank.org,http://www.rupalibank.org,Mohammad Najmul Hoda,01709-975342,9565267,hoda1_najmul@yahoo.com
Rupali Insurance Company Ltd.,RUPALIINS,26.80,26.80,3:45 PM,26.10 - 28.60,0.4,2.54,1.52%,26.10 - 55.10,28.00,"95,394.00",26.40,164,26.40,"2,023.967","1,000.00",,766.65,Equity,10.0,1,"76,665,412",Insurance,"Rupali Bima Bhaban, 7, Rajuk Avenue ,Dhaka - 1000","02223385625, 02223385626 & 02223387238",02222223385629,info@rupaliinsurance.com,http://www.rupaliinsurance.com,A.S.M. Rashed,01871-008565,02223385625,info@rupaliinsurance.com
Rupali Life Insurance Company Limited,RUPALILIFE,64.00,64.00,3:45 PM,62.30 - 64.20,0.5,1.77,0.79%,58.70 - 91.00,62.50,"28,224.00",63.50,67,63.50,"1,905.904","1,000.00",,300.14,Equity,10.0,1,"30,014,236",Insurance,"Rupali Life Tower, 50, Kakrail, Dhaka-1000",8392361-4 Ex-125 Direct: 8392369,88-02-8392370,share.rlic@gmail.com,http://www.rupalilife.com,Md. Amirul Islam (Mukit),01618-374484,"8392361-4, Ext-125, Direct: 8392369",md_amirulislam@yahoo.com
Safko Spinnings Mills Ltd.,SAFKOSPINN,29.20,29.20,3:45 PM,27.00 - 29.50,1.7,69.27,6.18%,18.90 - 35.80,27.50,"2,467,916.00",27.50,"1,959",27.50,824.497,"1,000.00",,299.82,Equity,10.0,1,"29,981,716",Textile,"House # 10 (6th Floor),Road # 01, Block-B,  Niketon, Gulshan, Dhaka-1212",02-222280092,02 - 222261017,safko.saiham@gmail.com,http://www.saiham-safko.com,Iftekhar Ahmed,01671012818,9841092,safko.saiham@gmail.com
SAIF Powertec Limited,SAIFPOWER,30.10,30.10,3:45 PM,29.00 - 30.40,0.6,50.91,2.03%,26.70 - 49.00,29.10,"1,732,076.00",29.50,"1,099",29.50,"11,190.490","5,000.00","29 Sep, 2014","3,793.39",Equity,10.0,1,"379,338,648",Services & Real Estate,"72, Mohakhali C/A, Rupayan Center(8th Floor), Dhaka-1212.","(88-02)  9856358, 9857902, +8809666789121",(88-02) 9893330,shambhu@saifpowertec.com,http://www.saifpowertecltd.com,F. Md. Salehin,01714012508,+8809666789121,mdsalehin@saifpowertec.com
Saiham Cotton Mills Limited,SAIHAMCOT,16.70,16.70,3:45 PM,16.30 - 16.80,0.2,6.98,1.21%,14.70 - 21.70,16.50,"421,284.00",16.50,295,16.50,"2,454.788","2,000.00",,"1,487.75",Equity,10.0,1,"148,775,000",Textile,"Saiham Tower (11th Floor), House -34, Road - 136, Gulshan - 1 Dhaka - 1212","222263323, 222262284,  222287441, 222235871",222294607,info@saihamcotton.com,http://www.saihamcotton.com,"Md. Sahinur kabir, ACS",01818062160,222235871,sahinur.fc@saiham.com
Saiham Textile Mills Ltd.,SAIHAMTEX,24.80,24.80,3:45 PM,23.70 - 25.00,0.7,45.59,2.90%,18.80 - 26.90,24.20,"1,865,449.00",24.10,969,24.10,"2,182.556","1,500.00",,905.63,Equity,10.0,1,"90,562,500",Textile,"Saiham Tower (11th Floor),House -34, Road - 136, Gulshan - 1, Dhaka - 1212","222263323, 222262284, 222287441, 222235871",222294607,share@saiham.com,http://www.saihamtextile.com,Md. Neyamat Ullah,01916754255,222235871,neyamat@saiham.com
S. Alam Cold Rolled Steels Ltd.,SALAMCRST,33.70,33.70,3:45 PM,33.00 - 34.50,0.1,16.30,0.30%,22.80 - 40.40,33.00,"486,871.00",33.60,419,33.60,"3,305.269","3,500.00",,983.71,Equity,10.0,1,"98,371,100",Engineering,"S. Alam Bhaban, 2119, Asadgonj, Chattogram","88-031-611195, 611426, 638258, Ext-507,  880-2-9560631(Liasion office-Dhaka)",,sharedivision@s.alamgroupbd.com,http://www.s.alamgroupbd.com,Md. Shohel Amin ACS,01999-058981,"88-031-611195, 611426, 638258, Ext-507, 505",shohel03ju@gmail.com
Salvo Chemical Industry Limited,SALVOCHEM,62.20,62.20,3:45 PM,60.00 - 62.80,1,55.43,1.63%,39.40 - 70.00,60.10,"903,514.00",61.20,713,61.20,"3,979.395","1,500.00",,650.23,Equity,10.0,1,"65,022,793",Pharmaceuticals & Chemicals,"Suite No. 401, (3rd Floor), 210-211, Nawabpur Road, Dhaka-1100","88-02-9590359, 57163548",88-02-9590355,salvoheadoffice@yahoo.com,http://www.salvochemical.com,Liton Kumar Roy,01711823084,,royliton3084@gmail.com
Samata Leather Complex Ltd.,SAMATALETH,72.20,71.60,3:45 PM,69.70 - 72.80,1.1,1.23,1.55%,64.00 - 128.00,69.80,"17,475.00",71.10,60,71.10,733.752,500.00,,103.20,Equity,10.0,1,"10,320,000",Tannery Industries,"120, Sher-Bangla Road, Hazaribagh, Dhaka-1209.","9662731, 8611102, 8611372",88-02-8618360,n/a,,,,,
Samorita Hospital Limited,SAMORITA,73.40,73.40,3:45 PM,72.20 - 75.00,-0.1,3.79,-0.14%,65.10 - 128.90,72.20,"51,744.00",73.50,250,73.50,"1,387.330",200.00,,188.75,Equity,10.0,1,"18,875,236",Services & Real Estate,"89/1, Panthapath, Dhaka-1215.","48117618-9, 48114505,48116739, 48117614 Ext:146",880-2-48117616,samoritabd@gmail.com,http://www.samoritahospital.org,Md. Shariful Islam,01819247105,48117614 Ext: 190,sharif.tasnim@yahoo.com
Sandhani Life Insurance Company Ltd.,SANDHANINS,27.60,27.60,3:45 PM,26.30 - 28.00,0.8,5.18,2.99%,26.30 - 46.90,26.30,"195,495.00",26.80,187,26.80,"2,939.923","2,000.00",,"1,096.99",Equity,10.0,1,"109,698,633",Insurance,"Sandhani Life tower, Rajuk Plot No-34, Banglamotor, Dhaka - 1000","02-55168181-5, 9611197, 9664931, 9661241 Hot Line: 09610003366",02-9614405,slic@sandhanilife.com,http://www.sandhanilife.com,Md. Mizanur Rahman,01817030900,"02-55168181-5, 9611197, 9664931, 9661241",mizan_cs@sandhanilife.com
Summit Alliance Port Limited,SAPORTL,27.70,27.70,3:45 PM,26.80 - 27.80,0.4,5.02,1.47%,24.00 - 34.70,27.70,"185,319.00",27.30,226,27.30,"6,466.472","3,000.00",,"2,369.00",Equity,10.0,1,"236,867,123",Services & Real Estate,"Corporate Office: The Alliance Building (8th Floor), 63 Pragati Sarani, Baridhara,Dhaka-1212rnHead Office: Katghar, South patenga, Chattogram- 4204","+88 031 2500703, 2500933-4, +88-02-55048284-6",88-02-55048450,"share.team@saplbd.com, murad@saplbd.com",http://www.saplbd.com,Md. Abdullah Osman Sajid,01970025057,"+88 02 55048284-6, Ext-404",sajid@saplbd.com
Savar Refractories Limited,SAVAREFR,266.80,266.80,3:45 PM,263.80 - 278.80,-2.3,3.35,-0.85%,151.10 - 308.70,266.00,"12,671.00",269.10,128,269.10,374.802,300.00,,13.93,Equity,10.0,1,"1,392,800",Miscellaneous,"108, Air Port Road (1st Floor), Tejgaon, Dhaka - 1215",(8802) 58155615,88 - 02 - 58156352,savar.ref@gmail.com,http://savar-ref.com,Md. Belayet hossain Khan,01312631830,9115383 Ext-106,savar.ref@gmail.com
South Bangla Agriculture & Commerce Bank Limited,SBACBANK,10.70,10.70,3:45 PM,10.40 - 10.90,0.1,4.35,0.94%,10.40 - 28.10,10.70,"408,623.00",10.60,342,10.60,"8,649.932","10,000.00","11 Aug, 2021","8,160.31",Equity,10.0,1,"816,031,338",Bank,"BSC Tower, 5th-16th Floor, 2-3 Rajuk Avenue, Motijheel C/A, Dhaka-1000, Bangadesh",+88 02 223357201-12,+88 02 223357212,cs@sbacbank.com,http://www.sbacbank.com,Mokaddess Ali ACS,01830149149,"+8802 223357201-12, Ext-205.",cs@sbacbank.com
Sea Pearl Beach Resort & Spa Limited,SEAPEARL,44.30,44.30,3:45 PM,43.00 - 45.00,0.7,8.34,1.61%,38.50 - 55.90,44.00,"188,587.00",43.60,276,43.60,"5,264.700","2,000.00","16 Jul, 2019","1,207.50",Equity,10.0,1,"120,750,000",Travel & Leisure,"Advance Noorani Tower (13th floor), 1, Mohakhali C/A, Dhaka-1213",,,cfo@seapearlbd.com,https://seapearl.com.bd,Md. Azaharul Mamun,01844016004,,cs.seapearlbd@gmail.com
SEML FBLSL Growth Fund,SEMLFBSLGF,8.30,8.30,3:45 PM,8.20 - 8.60,0,0.51,0.00%,7.60 - 13.90,8.60,"62,164.00",8.30,51,8.30,605.439,-,"04 Mar, 2019",729.45,Mutual Fund,10.0,1,"72,944,500",Mutual Funds,"Rangs RL square (12th Floor), Plot # Kha 201/1, 203, 205/3, Bir Uttam Rafiqul Islam Avenue, Pragati Sarani, Dhaka-1213.",+88 02 55055280,+88 02 55055279,info@strategic-bd.com,http://www.strategic-bd.com,,,,
SEML IBBL Shariah Fund,SEMLIBBLSF,8.60,8.40,3:45 PM,8.40 - 8.90,0.1,0.21,1.18%,8.00 - 13.70,8.90,"24,297.00",8.50,31,8.50,850.000,-,"12 Feb, 2017","1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"Rangs RL square (12th Floor), Plot # Kha 201/1, 203, 205/3, Bir Uttam Rafiqul Islam Avenue, Pragati Sarani, Dhaka-1213.",+880255055280,+880255055279,info@strategic-bd.com,http://www.strategic-bd.com,,,,
SEML Lecture Equity Management Fund,SEMLLECMF,8.90,8.80,3:45 PM,8.60 - 8.90,0.2,1.23,2.30%,8.40 - 13.60,8.60,"141,886.00",8.70,63,8.70,435.000,-,"14 Jan, 2016",500.00,Mutual Fund,10.0,1,"50,000,000",Mutual Funds,"Rangs RL square (12th Floor), Plot # Kha 201/1, 203, 205/3, Bir Uttam Rafiqul Islam Avenue, Pragati Sarani, Dhaka-1213.",+88 02 55055280,+88 02 55055279,info@strategic-bd.com,http://www.strategic-bd.com,,,,
Shahjalal Islami Bank Ltd.,SHAHJABANK,18.90,19.00,3:45 PM,18.70 - 19.10,0,1.23,0.00%,18.70 - 23.70,18.80,"65,006.00",18.90,90,18.90,"20,422.429","15,000.00",,"10,805.50",Equity,10.0,1,"1,080,551,799",Bank,"Shahjalal Islami Bank Tower, Plot No.04, Block-CWN©rnGulshan Avenue, Dhaka-1212",02-222283457 (Hunting) PABX-Ext. 1001 to1005,02-222283434,sblho@sjiblbd.com,http://www.sjiblbd.com,Md. Abul Bashar,1755556060,02-222283457 (Hunting) Ext-1000,bashar40@sjiblbd.com
Shasha Denims Limited,SHASHADNIM,27.50,27.50,3:45 PM,26.00 - 27.70,1,10.68,3.77%,21.30 - 33.90,26.20,"398,345.00",26.50,210,26.50,"3,737.452","2,250.00","05 Mar, 2015","1,410.36",Equity,10.0,1,"141,035,910",Textile,"House No. 23, Road No. 129, Gulshan 1, Dhaka - 1212","'88029850548, 88029854679",(88-02) 7789307,info@shashabd.com,http://www.shashadenims.com,Aslam Ahmed Khan,01730022143,8802 9850548( EX - 104),aslamkhan3012@gmail.com
Shepherd Industries Limited,SHEPHERD,24.50,24.50,3:45 PM,23.40 - 24.70,0.7,7.45,2.94%,17.00 - 36.40,23.40,"311,582.00",23.80,238,23.80,"3,666.306","1,900.00","08 Mar, 2017","1,540.46",Equity,10.0,1,"154,046,473",Textile,"House # 24, Road # 04, Sector # 04, Uttara, Dhaka-1230",48963340-42 Ext.111,48963359,share@shepherdbd.com,http://www.shepherdbd.com,Mohammad Maruf Bin Wali,01966660445,48963340-42 Ext.111,share@shepherdbd.com
Shurwid Industries Limited,SHURWID,19.00,19.00,3:45 PM,18.50 - 19.10,0.2,15.22,1.06%,13.30 - 26.80,18.50,"809,217.00",18.80,456,18.80,"1,078.514","1,000.00","08 Sep, 2014",573.68,Equity,10.0,1,"57,367,750",Engineering,"Main Office: BiMile, Konabari, Gazipur-1346.\r\nShare Office: Flat-B-6, House No-2, Level-7, Road -7,Rupayan prime, Dhanmondi, Dhaka-1205.","880-2-9640315, 02- 9612213, 9640316, +8801929996158","880-2-9640317, 02-9612019,",shurwid2004@gmail.com and info@shurwid.org,http://www.shurwid.org,,,,
Shyampur Sugar Mills Ltd.,SHYAMPSUG,100.00,100.00,3:45 PM,100.00 - 100.00,-2,2.50,-1.96%,61.50 - 141.20,100.00,"25,041.00",102.00,77,102.00,510.000,500.00,,50.00,Equity,10.0,1,"5,000,000",Food & Allied,"BSFIC,  Chinishipa Bhaban, 3 Dilkusha C/A, Dhaka-1000",9515668,88-0521-62387,s.sugarmills@yahoo.com,http://www.bsfic.com.bd,Shafinaz Umme Rumana,01911714676,,rumanashafinaz@gmail.com
Social Islami Bank Limited,SIBL,12.40,12.40,3:45 PM,12.20 - 12.60,0,1.25,0.00%,12.20 - 19.40,12.40,"101,454.00",12.40,116,12.40,"12,823.513","30,000.00",,"10,341.50",Equity,10.0,1,"1,034,154,286",Bank,"City Center (Level 19-22, 28-29), 90/1 Motijheel C/A,  Dhaka - 1000","88-09612001122, Ext-50431",88 02 9568098,share@sibl-bd.com,http://www.siblbd.com,"Md. Nazmul Ahsan, FCS",1713139303,09612001122 Ext:50271,board@sibl-bd.com
Silco Pharmaceuticals Limited,SILCOPHL,24.00,24.00,3:45 PM,23.10 - 24.20,0.5,9.86,2.13%,22.10 - 36.10,23.10,"420,469.00",23.50,389,23.50,"2,439.465","1,050.00","13 Jun, 2019","1,038.07",Equity,10.0,1,"103,807,000",Pharmaceuticals & Chemicals,"41 Nurani, Bankalapara, Subid Bazar, Sylhet","0821-722241, '01623618639",,info@silcopharma.com,http://www.silcopharma.com/,Mr. Tingku Ranjan  Sarker,8801716394060,0821-722241,trt.tinku@gmail.com
Silva Pharmaceuticals Limited,SILVAPHL,22.20,22.20,3:45 PM,21.60 - 22.40,0.2,12.28,0.91%,17.50 - 28.60,21.80,"559,804.00",22.00,361,22.00,"3,003.000","1,500.00","10 Oct, 2018","1,365.00",Equity,10.0,1,"136,500,000",Pharmaceuticals & Chemicals,"House # 65, Road # 8/A (New), Dhanmondi, Dhaka-1209.","+88-02-8191336, +88-02-9146009",+88-02-9146013,share@silvapharma.com,http://www.silvapharma.com,Md. Iqbal Hossain,01711891686,+88-02-9146009-232,hossainiqbal.md123@gmail.com
Simtex Industries Limited,SIMTEX,17.80,17.80,3:45 PM,17.00 - 18.10,0.5,11.07,2.89%,14.80 - 25.60,17.40,"633,011.00",17.30,286,17.30,"1,377.000","1,000.00","23 Nov, 2015",795.95,Equity,10.0,1,"79,595,381",Textile,"Khagan, Birulia, Savar,rnDhaka-1341,Bangladesh","+88 02-8881278-79, 01759666333",,info@simtexgroup.com,http://www.simtexgroup.com,Ashis Kumar Saha,"01755533990, 01919612345",,companysecretary@simtexgroup.com
Singer Bangladesh Limited,SINGERBD,153.10,153.10,3:45 PM,152.50 - 154.00,-2.4,2.13,-1.54%,151.10 - 214.90,154.00,"13,960.00",155.50,127,155.50,"15,503.791","2,500.00",,997.03,Equity,10.0,1,"99,702,838",Engineering,"Registered Office: 39 Dilkusha,C/A, Dhaka - 1000,  Corporate Office: House: 5B, Road No: 126, Gulshan-1, Dhaka-1212.","880 9564438, 88041080921-6",88-02-9857624,info@singerbd.com,http://www.singerbd.com,Kazi Ashiqur Rahman,01616 667800,880 9564438,ashiq@singerbd.com
Sinobangla Industries Ltd.,SINOBANGLA,55.50,55.50,3:45 PM,55.30 - 57.00,-0.9,22.03,-1.60%,43.60 - 66.00,55.30,"396,969.00",56.40,446,56.40,"1,127.808","1,000.00",,199.97,Equity,10.0,1,"19,996,600",Miscellaneous,"Navana DH Tower, 9th Floor (Suit # 901 & 902), 6 Panthapath, Dhaka-1215, Bangladesh.",880 - 02 - 55013465-6,880 - 02 - 55013458,sbil@sinobangla.com,http://www.sinobangla.com,Md. Habibur Rahman,01711103201,02-55013465,habib@sinobangla.com
SJIBL Mudaraba Perpetual Bond,SJIBLPBOND,"5,030.50","5,030.50",3:45 PM,"5,030.50 - 5,030.50",-102.5,0.01,-2.00%,"4,150.50 - 5,141.50","5,030.50",1.00,"5,133.00",1,"5,133.00",513.300,-,"26 Dec, 2021",500.00,Corporate Bond,5000.0,1,"100,000",Corporate Bond,,,,-,,,,,
Sena Kalyan Insurance Company Limited,SKICL,45.30,45.40,3:45 PM,44.40 - 46.00,0,4.93,0.00%,11.00 - 94.00,45.30,"110,621.00",45.30,546,45.30,"1,812.000","1,000.00","07 Nov, 2021",400.00,Equity,10.0,1,"40,000,000",Insurance,"SKS Tower (12th floor), 7 VIP Road, Mohakhali, Dhaka-1206.",02-55058455-7,02-55058458,info@senakalyanicl.com,http://www.senakalyanicl.com,M.M. Sajedul Islam FCS,+8801712161604,+88 02 55058455-57 Ext-123,secretary@senakalyanicl.com
SK Trims & Industries Limited,SKTRIMS,25.50,25.60,3:45 PM,24.20 - 25.90,0.9,4.95,3.66%,23.90 - 46.80,24.40,"198,670.00",24.60,198,24.60,"2,083.620","1,000.00","15 Jul, 2018",847.00,Equity,10.0,1,"84,700,000",Miscellaneous,"House: 25 (Floor- 03), Road: 11, Sector- 10, Uttara, Dhaka.",+88 02 9857613,+88 02 9857615,info@sktrimsin.com,http://www.sktrimsin.com,Md. Riaz Haider,01708860503,,riazhaider43@gmail.com
Sonali Aansh Industries Limited,SONALIANSH,449.40,449.40,3:45 PM,434.00 - 455.00,9,2.39,2.04%,397.50 - 560.40,435.00,"5,352.00",440.40,125,440.40,"1,194.365",100.00,,27.12,Equity,10.0,1,"2,712,000",Jute,"Lal Bhaban (1st Floor), 18, Rajuk Avenue, Dhaka -1000",+8809678399000,,info@sonaliaansh.com,http://www.sonaliaansh.com,Maqsood  Ahmed,'01715940215,+8809678399000,info@sonaliaansh.com
Sonali Life Insurance Company Limited,SONALILIFE,50.50,50.50,3:45 PM,49.20 - 53.90,0.3,5.71,0.60%,48.00 - 83.70,49.50,"114,513.00",50.20,280,50.20,"2,384.500","1,000.00","30 Jun, 2021",475.00,Equity,10.0,1,"47,500,000",Insurance,"Rupali Bima Bhaban, 7, Rajuk Avenue, Dhaka-1000",09678200004,,info@sonalilife.com,http://www.sonalilife.com,Md. Rafe-uz-Zaman,01877884748,,rafe.zaman@sonalilife.com
Sonali Paper & Board Mills Ltd.,SONALIPAPR,615.90,615.90,3:45 PM,614.50 - 620.00,-11.1,110.99,-1.77%,282.00 - 965.80,615.00,"180,347.00",627.00,765,627.00,"20,656.634",500.00,"26 Jul, 2020",329.45,Equity,10.0,1,"32,945,190",Paper & Printing,"51, Central Road, Dhanmondi, Dhaka-1205","58610056-59, 9677781","88-02-58613965, 58615683",spshare@younusgroup.com,http://spbmlbd.com,Md. Rashedul Hossain,01678-205520,58610056-59,rashedul.hossain01@gmail.com
Sonar Bangla Insurance Ltd.,SONARBAINS,47.00,47.00,3:45 PM,45.80 - 47.60,0.3,1.75,0.64%,41.00 - 96.40,45.90,"37,636.00",46.70,128,46.70,"1,869.935","1,000.00",,400.41,Equity,10.0,1,"40,041,445",Insurance,"Paramount Heights (14th Floor) ,65/2/1, Box Culvert RoadrnPurana Paltan, Dhaka-1000",9574211-9571402 (PABX),88-02-9569164,sbi222@yahoo.com,http://www.sonarbanglainsurance.com,Abdur Rouf Gomosta,01717-356168,9574211-9571402 (Ext-29),sbi222@yahoo.com
Sonargaon Textiles Ltd.,SONARGAON,50.80,50.80,3:45 PM,49.80 - 51.30,0.7,36.93,1.40%,16.40 - 53.40,50.30,"729,140.00",50.10,"1,074",50.10,"1,326.000",500.00,,264.67,Equity,10.0,1,"26,467,056",Textile,"Khansons Centre (8th & 9th Floors), 37, Kawranbazar, Dhaka- 1215.","55012652, 55012656, 55012657, 01705583480",+880-2-55012653,sharedept@khansonsgroupbd.com,http://www.khansonsgroupbd.com,Asadullah Mahmud FCS,01711-383749,+880-2-55012658,csasad@khansonsgroupbd.com
Southeast Bank Ltd.,SOUTHEASTB,13.90,13.90,3:45 PM,13.80 - 14.00,0,5.20,0.00%,13.30 - 18.30,13.90,"374,785.00",13.90,123,13.90,"16,526.273","15,000.00",,"11,889.40",Equity,10.0,1,"1,188,940,522",Bank,"Eunoos Trade Centre ( 2nd,3rd, 4th, 6th & 16th Floor), 52-53 Dilkusha C/A ,  Dhaka - 1000","+88 01700706532, 88 02 223387271",02 223387273,irdsebl@southeastbank.com.bd,http://www.southeastbank.com.bd,Mr. A.K.M. Nazmul Haider,01819790198,02-223355264,nazmul.haider@southeastbank.com.bd
Shinepukur Ceramics Limited,SPCERAMICS,44.30,44.30,3:45 PM,42.00 - 44.70,1.5,102.43,3.50%,24.50 - 55.00,42.10,"2,379,120.00",42.80,"2,198",42.80,"6,290.147","5,000.00",,"1,469.66",Equity,10.0,1,"146,966,055",Ceramics Sector,"17,Road No.02, Dhanmondi, Dhaka-1205,","58611891-5, 58612040-7 Ext.10152","58613470, 9615523",sclcsd@beximco.net,http://www.shinepukur.com,"MR. MOHAMMAD ASAD ULLAH, FCS",01711522029,"58611891-5, 58612040-7   Ext.-10140",csdbexim@bol-online.com
Shahjibazar Power Co. Ltd.,SPCL,70.00,69.70,3:45 PM,67.50 - 70.00,1.2,9.24,1.74%,67.50 - 132.00,67.60,"135,789.00",68.80,264,68.80,"12,346.400","5,000.00","15 Jul, 2014","1,794.53",Equity,10.0,1,"179,453,489",Fuel & Power,"Youth Tower,  8th Floor, 822/2, Rokeya Sarani, Dhaka-1216","09678111000, +88 02 9025401-2, 09678111000, Ext-113",88 02 9032436,"debasish@youthbd.com, nila@youthbd.com, yeasin@youthbd.com",http://www.youthbd.com,"Yeasin Ahmed, ACS",+88 01720596095,"+88 02 9025401-2, 09678111000, Ext-112",yeasin@youthbd.com
Square Textile Ltd.,SQUARETEXT,66.10,66.10,3:45 PM,62.50 - 66.60,2.7,22.92,4.26%,46.40 - 74.30,62.70,"349,948.00",63.40,439,63.40,"12,505.777","3,000.00",,"1,972.52",Equity,10.0,1,"197,252,000",Textile,"Square Centre,  48, Mohakhali C/A,  Dhaka - 1212","(8802) 8827729-38, 8833047-56, 8859007, 8951101-7","88 - 02 - 8828768, 8835021, 8828609, 8952652, 9853896",cs@squaregroup.com,https://textile.squaregroup.com/,,,,
Square Pharmaceuticals Ltd.,SQURPHARMA,210.00,210.00,3:45 PM,209.00 - 210.70,-0.1,79.31,-0.05%,207.70 - 251.90,209.10,"378,221.00",210.10,"1,486",210.10,"186,243.357","10,000.00",,"8,864.51",Equity,10.0,1,"886,451,011",Pharmaceuticals & Chemicals,"Square Centre, 48, Mohakhali C/A, Dhaka - 1212","8833047-56, 9859007",9853896,cs@squaregroup.com,http://www.squarepharma.com.bd,,,,
S. S. Steel Limited,SSSTEEL,16.90,16.90,3:45 PM,16.40 - 16.90,0.2,13.92,1.20%,16.00 - 28.60,16.40,"840,575.00",16.70,584,16.70,"5,488.174","5,000.00","17 Jan, 2019","3,286.33",Equity,10.0,1,"328,633,200",Engineering,"The Pearl Trade Center, Cha - 90/3 Pragati Sarani, North Badda, Dhaka-1212",+88-02-222297544  &  +88-02-222292346 Ext-102,88 02 9815968,"mostafizur.rahman@sssteel.biz , info@sssteel.biz",http://www.sssteel.biz,Md. Mostafizur Rahman,+8801717406280,+88-02-222297544  &  +88-02-222292346 Ext-102,mostafizur.rahman@sssteel.biz
